match_url,match_date
/stats/matches/mapstatsid/134027/copenhagen-flames-vs-virtuspro?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134019/virtuspro-vs-copenhagen-flames?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134000/movistar-riders-vs-nip?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133997/nip-vs-movistar-riders?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133993/fnatic-vs-big?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133988/fnatic-vs-big?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133980/big-vs-fnatic?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133974/blink-vs-heet?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133969/heet-vs-blink?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133947/sprout-vs-godsent?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133945/godsent-vs-sprout?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133942/big-vs-astralis?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133937/astralis-vs-big?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133932/big-vs-astralis?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133940/mouz-vs-faze?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133934/mouz-vs-faze?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133928/faze-vs-mouz?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133920/movistar-riders-vs-big?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133926/k23-vs-endpoint?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133922/k23-vs-endpoint?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/134038/vitality-vs-mouz?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134036/forze-vs-skade?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134031/skade-vs-forze?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134030/og-vs-heroic?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134026/og-vs-heroic?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134020/heroic-vs-og?rankingFilter=Top30,2022-02-17
/stats/matches/mapstatsid/134001/mouz-vs-entropiq?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133998/entropiq-vs-mouz?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/134002/k23-vs-bluejays?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133999/bluejays-vs-k23?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133996/k23-vs-bluejays?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133991/godsent-vs-ence?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133985/ence-vs-godsent?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133979/godsent-vs-ence?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133967/skade-vs-apeks?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133963/apeks-vs-skade?rankingFilter=Top30,2022-02-16
/stats/matches/mapstatsid/133943/ence-vs-og?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133939/og-vs-ence?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133941/gamerlegion-vs-eternal-fire?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133936/gamerlegion-vs-eternal-fire?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133931/eternal-fire-vs-gamerlegion?rankingFilter=Top30,2022-02-15
/stats/matches/mapstatsid/133927/wisla-krakow-vs-fnatic?rankingFilter=Top30,2022-02-15
